date,year,month,time_of_day,division
2023-10-16,2023,October,Evening,D31
2023-10-16,2023,October,Evening,D23
2023-10-16,2023,October,Evening,D31
2023-10-22,2023,October,Night,D42
2023-10-23,2023,October,Night,D43
2023-10-25,2023,October,Night,D31
2023-10-25,2023,October,Night,D42
2023-10-26,2023,October,Afternoon,D55
2023-10-27,2023,October,Evening,D22
2023-10-27,2023,October,Night,D31
2023-10-27,2023,October,Afternoon,D13
2023-10-28,2023,October,Night,D12
2023-10-29,2023,October,Night,D22
2023-10-30,2023,October,Night,D41
2023-10-30,2023,October,Night,D31
2023-10-31,2023,October,Afternoon,D33
2023-11-01,2023,November,Night,D43
2023-11-01,2023,November,Night,D51
2023-11-02,2023,November,Night,D41
2023-11-04,2023,November,Night,D32
2023-11-04,2023,November,Night,D52
2023-11-05,2023,November,Afternoon,D51
2023-11-06,2023,November,Night,D55
2023-11-06,2023,November,Afternoon,D13
2023-11-06,2023,November,Afternoon,D43
2023-11-08,2023,November,Evening,D52
2023-11-08,2023,November,Night,D12
2023-11-09,2023,November,Evening,D12
2023-11-09,2023,November,Night,D53
2023-11-09,2023,November,Night,D43
2023-11-10,2023,November,Evening,D23
2023-11-10,2023,November,Evening,D42
2023-11-10,2023,November,Night,D31
2023-11-14,2023,November,Evening,D12
2023-11-14,2023,November,Afternoon,D43
2023-11-14,2023,November,Afternoon,D43
2023-11-16,2023,November,Evening,D43
2023-11-17,2023,November,Evening,D41
2023-11-18,2023,November,Night,D12
2023-11-19,2023,November,Evening,D12
2023-11-19,2023,November,Night,D12
2023-11-20,2023,November,Afternoon,D33
2023-11-20,2023,November,Afternoon,D14
2023-11-22,2023,November,Evening,D33
2023-11-22,2023,November,Night,D43
2023-11-23,2023,November,Evening,D22
2023-11-25,2023,November,Night,D43
2023-11-26,2023,November,Night,D32
2023-11-26,2023,November,Evening,D12
2023-11-27,2023,November,Evening,D31
2023-11-28,2023,November,Evening,D12
2023-11-28,2023,November,Afternoon,D41
2023-11-28,2023,November,Night,D31
2023-12-01,2023,December,Night,D42
2023-12-02,2023,December,Night,D42
2023-12-02,2023,December,Morning,D42
2023-12-04,2023,December,Night,D43
2023-12-08,2023,December,Night,D41
2023-12-09,2023,December,Morning,D31
2023-12-10,2023,December,Afternoon,D13
2023-12-12,2023,December,Night,D12
2023-12-12,2023,December,Evening,D42
2023-12-12,2023,December,Evening,D32
2023-12-13,2023,December,Evening,D41
2023-12-13,2023,December,Evening,D43
2023-12-13,2023,December,Afternoon,D51
2023-12-13,2023,December,Night,D14
2023-12-14,2023,December,Evening,D42
2023-12-16,2023,December,Night,D14
2023-12-17,2023,December,Night,D55
2023-12-18,2023,December,Night,D33
2023-12-19,2023,December,Afternoon,D12
2023-12-20,2023,December,Morning,D12
2023-12-21,2023,December,Evening,D31
2023-12-22,2023,December,Evening,D55
2023-12-22,2023,December,Night,D14
2023-12-23,2023,December,Evening,D43
2023-12-23,2023,December,Night,D31
2023-12-23,2023,December,Evening,D42
2023-12-24,2023,December,Night,D12
2023-12-24,2023,December,Night,D52
2023-12-24,2023,December,Night,D41
2023-12-25,2023,December,Night,D43
2023-12-26,2023,December,Night,D43
2023-12-28,2023,December,Afternoon,D31
2023-12-29,2023,December,Night,D43
2023-12-30,2023,December,Night,D51
